observable_index	zero	fixed_small
3.780000000000000000e+02	0.000000000000000000e+00	-9.055655749932975981e-05
3.790000000000000000e+02	0.000000000000000000e+00	-1.323218708698284798e-05
3.800000000000000000e+02	0.000000000000000000e+00	-7.625779510977885123e-05
3.810000000000000000e+02	0.000000000000000000e+00	-9.563671216345017735e-05
3.820000000000000000e+02	0.000000000000000000e+00	-2.708767710534053618e-05
3.830000000000000000e+02	0.000000000000000000e+00	-6.636564336219596179e-05
3.840000000000000000e+02	0.000000000000000000e+00	-9.880269738337468810e-05
3.850000000000000000e+02	0.000000000000000000e+00	-4.040100708226275640e-05
3.860000000000000000e+02	0.000000000000000000e+00	-5.514518281149147113e-05
3.870000000000000000e+02	0.000000000000000000e+00	-9.999114594340064658e-05
3.880000000000000000e+02	0.000000000000000000e+00	-5.290571062774264074e-05
3.890000000000000000e+02	0.000000000000000000e+00	-4.282099105187685560e-05
3.900000000000000000e+02	0.000000000000000000e+00	-9.917827103751872752e-05
3.910000000000000000e+02	0.000000000000000000e+00	-6.435150601529655292e-05
3.920000000000000000e+02	0.000000000000000000e+00	-2.963973686521433867e-05
3.930000000000000000e+02	0.000000000000000000e+00	-9.638034236249699025e-05
3.940000000000000000e+02	0.000000000000000000e+00	-7.450930557242141188e-05
3.950000000000000000e+02	0.000000000000000000e+00	-1.586524314367075656e-05
3.960000000000000000e+02	0.000000000000000000e+00	-9.165336047978940863e-05
3.970000000000000000e+02	0.000000000000000000e+00	-8.317580087191734283e-05
3.980000000000000000e+02	0.000000000000000000e+00	-1.773206472737086371e-06
3.990000000000000000e+02	0.000000000000000000e+00	-8.509193596391765961e-05
4.000000000000000000e+02	0.000000000000000000e+00	-9.017753195144049834e-05
4.010000000000000000e+02	0.000000000000000000e+00	-1.235432093780464282e-05
4.020000000000000000e+02	0.000000000000000000e+00	-7.682739577117871619e-05
4.030000000000000000e+02	0.000000000000000000e+00	-9.537435911582870689e-05
4.040000000000000000e+02	0.000000000000000000e+00	-2.623457653077783684e-05
4.050000000000000000e+02	0.000000000000000000e+00	-6.702515472972182234e-05
4.060000000000000000e+02	0.000000000000000000e+00	-9.866226783405293512e-05
4.070000000000000000e+02	0.000000000000000000e+00	-3.958974689611576616e-05
4.080000000000000000e+02	0.000000000000000000e+00	-5.588140476063817612e-05
4.090000000000000000e+02	0.000000000000000000e+00	-9.997545059076306986e-05
4.100000000000000000e+02	0.000000000000000000e+00	-5.215252820815292824e-05
4.110000000000000000e+02	0.000000000000000000e+00	-4.361918809532661041e-05
4.120000000000000000e+02	0.000000000000000000e+00	-9.928762402415507594e-05
4.130000000000000000e+02	0.000000000000000000e+00	-6.367147631351317502e-05
4.140000000000000000e+02	0.000000000000000000e+00	-3.048393308371545601e-05
4.150000000000000000e+02	0.000000000000000000e+00	-9.661255498763625393e-05
4.160000000000000000e+02	0.000000000000000000e+00	-7.391603938754914577e-05
4.170000000000000000e+02	0.000000000000000000e+00	-1.673854194417014819e-05
4.180000000000000000e+02	0.000000000000000000e+00	-9.200378500616057285e-05
4.190000000000000000e+02	0.000000000000000000e+00	-8.268117243068011640e-05
4.200000000000000000e+02	0.000000000000000000e+00	-2.658128773805108300e-06
4.210000000000000000e+02	0.000000000000000000e+00	-8.555355864224282905e-05
